t\x,0,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.6,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.8,0.81,0.82,0.83,0.84,0.85,0.86,0.87,0.88,0.89,0.9,0.91,0.92,0.93,0.94,0.95,0.96,0.97,0.98,0.99,1
0,0,0.0100002,0.0200013,0.0300045,0.0400107,0.0500208,0.060036,0.0700572,0.0800854,0.0901215,0.100167,0.110222,0.120288,0.130366,0.140458,0.150563,0.160684,0.17082,0.180974,0.191145,0.201336,0.211547,0.221779,0.232033,0.242311,0.252612,0.262939,0.273292,0.283673,0.294082,0.30452,0.314989,0.325489,0.336022,0.346589,0.35719,0.367827,0.3785,0.389212,0.399962,0.410752,0.421584,0.432457,0.443374,0.454335,0.465342,0.476395,0.487496,0.498646,0.509845,0.521095,0.532398,0.543754,0.555164,0.566629,0.578152,0.589732,0.601371,0.61307,0.624831,0.636654,0.64854,0.660492,0.672509,0.684594,0.696748,0.70897,0.721264,0.73363,0.74607,0.758584,0.771174,0.78384,0.796586,0.809411,0.822317,0.835305,0.848377,0.861533,0.874776,0.888106,0.901525,0.915034,0.928635,0.942328,0.956116,0.969999,0.98398,0.998058,1.01224,1.02652,1.0409,1.05539,1.06998,1.08468,1.09948,1.1144,1.12943,1.14457,1.15983,1.1752
0.01,-0.0101005,0.00124191,0.00523003,0.0067086,0.00736019,0.00771138,0.00793444,0.00809226,0.00821154,0.00830553,0.00838177,0.00844496,0.00849822,0.00854376,0.00858316,0.00861758,0.00864793,0.00867489,0.00869901,0.0087207,0.00874033,0.00875818,0.00877448,0.00878943,0.00880319,0.00881589,0.00882766,0.0088386,0.00884878,0.0088583,0.00886721,0.00887557,0.00888343,0.00889083,0.00889781,0.00890442,0.00891067,0.0089166,0.00892223,0.00892759,0.00893269,0.00893755,0.00894219,0.00894663,0.00895087,0.00895494,0.00895883,0.00896257,0.00896616,0.00896961,0.00897293,0.00897613,0.00897921,0.00898218,0.00898504,0.00898781,0.00899048,0.00899307,0.00899557,0.00899799,0.00900033,0.00900261,0.00900481,0.00900695,0.00900902,0.00901104,0.00901299,0.0090149,0.00901675,0.00901855,0.0090203,0.009022,0.00902366,0.00902528,0.00902686,0.0090284,0.0090299,0.00903137,0.0090328,0.00903419,0.00903556,0.00903689,0.00903819,0.00903946,0.00904071,0.00904193,0.00904314,0.00904437,0.00904575,0.00904777,0.00905226,0.00906619,0.00911583,0.00930044,0.00999498,0.0126158,0.022512,0.0598837,0.201005,0.733856,2.7456
0.02,-0.010202,-0.00120875,0.00296441,0.00386506,0.00412608,0.00423787,0.00430292,0.00434754,0.00438076,0.00440666,0.0044275,0.00444464,0.00445901,0.00447123,0.00448175,0.00449091,0.00449896,0.00450609,0.00451244,0.00451815,0.00452331,0.00452798,0.00453224,0.00453615,0.00453973,0.00454304,0.0045461,0.00454894,0.00455158,0.00455405,0.00455635,0.00455852,0.00456055,0.00456246,0.00456426,0.00456596,0.00456757,0.0045691,0.00457055,0.00457193,0.00457324,0.00457449,0.00457568,0.00457682,0.00457791,0.00457895,0.00457995,0.00458091,0.00458183,0.00458271,0.00458356,0.00458438,0.00458516,0.00458592,0.00458666,0.00458736,0.00458805,0.00458871,0.00458935,0.00458996,0.00459056,0.00459114,0.0045917,0.00459225,0.00459278,0.00459329,0.00459379,0.00459427,0.00459475,0.0045952,0.00459565,0.00459609,0.00459651,0.00459692,0.00459732,0.00459771,0.0045981,0.00459847,0.00459883,0.00459919,0.00459953,0.00459987,0.0046002,0.00460053,0.00460084,0.00460115,0.00460146,0.00460177,0.00460211,0.0046026,0.0046036,0.00460651,0.00461606,0.00464747,0.0047445,0.00501737,0.00581923,0.00971674,0.0402025,0.311185,2.77319
0.03,-0.0103045,-0.00418351,0.00176787,0.0026972,0.0028743,0.00293249,0.00296352,0.00298436,0.00299978,0.00301175,0.00302134,0.00302922,0.0030358,0.00304139,0.0030462,0.00305037,0.00305404,0.00305728,0.00306017,0.00306276,0.0030651,0.00306722,0.00306915,0.00307092,0.00307254,0.00307404,0.00307543,0.00307671,0.0030779,0.00307902,0.00308006,0.00308104,0.00308195,0.00308282,0.00308363,0.0030844,0.00308512,0.00308581,0.00308646,0.00308709,0.00308768,0.00308824,0.00308878,0.00308929,0.00308978,0.00309025,0.0030907,0.00309113,0.00309154,0.00309194,0.00309232,0.00309269,0.00309304,0.00309339,0.00309372,0.00309403,0.00309434,0.00309464,0.00309492,0.0030952,0.00309547,0.00309573,0.00309598,0.00309623,0.00309647,0.0030967,0.00309692,0.00309714,0.00309735,0.00309756,0.00309776,0.00309795,0.00309814,0.00309833,0.00309851,0.00309868,0.00309886,0.00309902,0.00309919,0.00309935,0.0030995,0.00309965,0.0030998,0.00309995,0.00310009,0.00310023,0.00310037,0.00310051,0.00310066,0.00310089,0.00310136,0.00310275,0.00310723,0.00312161,0.00316386,0.00326994,0.00350286,0.00432254,0.0124563,0.149683,2.80107
0.04,-0.0104081,-0.0211542,-0.000812942,0.00189052,0.00219292,0.00224474,0.00226437,0.00227658,0.00228549,0.00229239,0.0022979,0.00230242,0.00230619,0.00230939,0.00231214,0.00231452,0.00231662,0.00231847,0.00232012,0.00232159,0.00232293,0.00232413,0.00232523,0.00232624,0.00232717,0.00232802,0.0023288,0.00232953,0.00233021,0.00233085,0.00233144,0.00233199,0.00233252,0.00233301,0.00233347,0.0023339,0.00233432,0.00233471,0.00233508,0.00233543,0.00233577,0.00233609,0.00233639,0.00233668,0.00233696,0.00233723,0.00233748,0.00233773,0.00233796,0.00233819,0.0023384,0.00233861,0.00233881,0.00233901,0.0023392,0.00233938,0.00233955,0.00233972,0.00233988,0.00234004,0.00234019,0.00234034,0.00234048,0.00234062,0.00234076,0.00234089,0.00234101,0.00234114,0.00234126,0.00234137,0.00234149,0.0023416,0.00234171,0.00234181,0.00234191,0.00234201,0.00234211,0.00234221,0.0023423,0.00234239,0.00234248,0.00234256,0.00234265,0.00234273,0.00234281,0.00234289,0.00234297,0.00234305,0.00234314,0.00234327,0.00234355,0.00234439,0.00234708,0.00235555,0.00237984,0.00243865,0.00255653,0.00286534,0.00557866,0.0767553,2.82922
0.05,-0.0105127,0.0273823,0.038752,0.0027148,0.00186702,0.00182775,0.00183481,0.00184233,0.0018481,0.00185258,0.00185616,0.00185909,0.00186154,0.00186361,0.00186539,0.00186693,0.00186829,0.00186948,0.00187055,0.00187151,0.00187237,0.00187315,0.00187386,0.00187451,0.0018751,0.00187565,0.00187616,0.00187663,0.00187707,0.00187748,0.00187786,0.00187822,0.00187856,0.00187887,0.00187917,0.00187945,0.00187972,0.00187997,0.00188021,0.00188044,0.00188065,0.00188086,0.00188106,0.00188124,0.00188142,0.0018816,0.00188176,0.00188192,0.00188207,0.00188221,0.00188235,0.00188249,0.00188262,0.00188274,0.00188286,0.00188298,0.00188309,0.0018832,0.00188331,0.00188341,0.00188351,0.0018836,0.00188369,0.00188378,0.00188387,0.00188395,0.00188404,0.00188412,0.00188419,0.00188427,0.00188434,0.00188441,0.00188448,0.00188455,0.00188462,0.00188468,0.00188474,0.0018848,0.00188486,0.00188492,0.00188498,0.00188503,0.00188509,0.00188514,0.00188519,0.00188524,0.00188529,0.00188535,0.0018854,0.00188549,0.00188568,0.00188625,0.00188807,0.00189374,0.00190967,0.00194748,0.00202152,0.00219231,0.00334176,0.0412053,2.85765
0.06,-0.0106184,0.00245709,0.00678511,0.00152393,0.00151574,0.00153406,0.00154267,0.00154825,0.00155233,0.00155548,0.001558,0.00156006,0.00156177,0.00156323,0.00156447,0.00156556,0.00156651,0.00156734,0.00156809,0.00156876,0.00156936,0.00156991,0.0015704,0.00157086,0.00157128,0.00157166,0.00157202,0.00157235,0.00157265,0.00157294,0.0015732,0.00157345,0.00157369,0.00157391,0.00157412,0.00157432,0.0015745,0.00157468,0.00157485,0.001575,0.00157515,0.0015753,0.00157544,0.00157557,0.00157569,0.00157581,0.00157593,0.00157604,0.00157614,0.00157624,0.00157634,0.00157644,0.00157653,0.00157661,0.0015767,0.00157678,0.00157686,0.00157693,0.00157701,0.00157708,0.00157715,0.00157721,0.00157728,0.00157734,0.0015774,0.00157746,0.00157752,0.00157757,0.00157763,0.00157768,0.00157773,0.00157778,0.00157783,0.00157787,0.00157792,0.00157797,0.00157801,0.00157805,0.00157809,0.00157813,0.00157817,0.00157821,0.00157825,0.00157829,0.00157832,0.00157836,0.00157839,0.00157843,0.00157847,0.00157853,0.00157868,0.00157909,0.00158042,0.00158451,0.00159583,0.00162232,0.00167398,0.00178941,0.00240309,0.023129,2.88637
0.07,-0.0107251,-0.000749794,0.00377083,0.00132176,0.00130689,0.00132478,0.0013316,0.00133577,0.00133881,0.00134115,0.00134302,0.00134454,0.00134581,0.00134689,0.00134781,0.00134861,0.00134931,0.00134993,0.00135049,0.00135098,0.00135143,0.00135183,0.0013522,0.00135253,0.00135284,0.00135313,0.00135339,0.00135363,0.00135386,0.00135407,0.00135427,0.00135445,0.00135462,0.00135479,0.00135494,0.00135509,0.00135522,0.00135535,0.00135548,0.00135559,0.00135571,0.00135581,0.00135591,0.00135601,0.0013561,0.00135619,0.00135628,0.00135636,0.00135644,0.00135651,0.00135658,0.00135665,0.00135672,0.00135678,0.00135685,0.00135691,0.00135696,0.00135702,0.00135707,0.00135713,0.00135718,0.00135723,0.00135727,0.00135732,0.00135736,0.00135741,0.00135745,0.00135749,0.00135753,0.00135757,0.00135761,0.00135764,0.00135768,0.00135771,0.00135775,0.00135778,0.00135781,0.00135784,0.00135788,0.00135791,0.00135793,0.00135796,0.00135799,0.00135802,0.00135805,0.00135807,0.0013581,0.00135812,0.00135816,0.0013582,0.00135831,0.00135863,0.00135965,0.00136276,0.00137125,0.00139091,0.00142933,0.00151567,0.00191128,0.0136757,2.91538
0.08,-0.0108329,-0.0039528,0.00249675,0.00117527,0.00115147,0.00116623,0.00117172,0.00117497,0.00117731,0.00117912,0.00118056,0.00118174,0.00118272,0.00118355,0.00118426,0.00118487,0.00118542,0.00118589,0.00118632,0.0011867,0.00118704,0.00118735,0.00118763,0.00118789,0.00118813,0.00118835,0.00118855,0.00118874,0.00118891,0.00118907,0.00118923,0.00118937,0.0011895,0.00118963,0.00118975,0.00118986,0.00118996,0.00119006,0.00119016,0.00119025,0.00119033,0.00119042,0.00119049,0.00119057,0.00119064,0.00119071,0.00119077,0.00119083,0.00119089,0.00119095,0.00119101,0.00119106,0.00119111,0.00119116,0.00119121,0.00119126,0.0011913,0.00119134,0.00119139,0.00119143,0.00119146,0.0011915,0.00119154,0.00119157,0.00119161,0.00119164,0.00119167,0.00119171,0.00119174,0.00119177,0.0011918,0.00119182,0.00119185,0.00119188,0.0011919,0.00119193,0.00119195,0.00119198,0.001192,0.00119202,0.00119205,0.00119207,0.00119209,0.00119211,0.00119213,0.00119215,0.00119217,0.00119219,0.00119222,0.00119225,0.00119234,0.0011926,0.00119341,0.00119586,0.00120249,0.00121769,0.00124756,0.001316,0.00160753,0.00861248,2.94468
