t\x,0,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.6,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.8,0.81,0.82,0.83,0.84,0.85,0.86,0.87,0.88,0.89,0.9,0.91,0.92,0.93,0.94,0.95,0.96,0.97,0.98,0.99,1
0.09,-0.0109417,-0.0202377,0.000651678,0.00100704,0.00102779,0.00104174,0.00104636,0.00104897,0.00105084,0.00105228,0.00105342,0.00105436,0.00105514,0.0010558,0.00105636,0.00105685,0.00105728,0.00105766,0.001058,0.0010583,0.00105857,0.00105882,0.00105904,0.00105925,0.00105943,0.00105961,0.00105977,0.00105992,0.00106005,0.00106018,0.0010603,0.00106042,0.00106052,0.00106062,0.00106072,0.0010608,0.00106089,0.00106097,0.00106104,0.00106111,0.00106118,0.00106125,0.00106131,0.00106137,0.00106142,0.00106148,0.00106153,0.00106158,0.00106163,0.00106167,0.00106172,0.00106176,0.0010618,0.00106184,0.00106188,0.00106191,0.00106195,0.00106198,0.00106202,0.00106205,0.00106208,0.00106211,0.00106214,0.00106217,0.00106219,0.00106222,0.00106224,0.00106227,0.00106229,0.00106232,0.00106234,0.00106236,0.00106238,0.00106241,0.00106243,0.00106245,0.00106247,0.00106249,0.0010625,0.00106252,0.00106254,0.00106256,0.00106258,0.00106259,0.00106261,0.00106262,0.00106264,0.00106266,0.00106268,0.00106271,0.00106278,0.00106299,0.00106365,0.00106564,0.00107096,0.0010831,0.0011071,0.00116345,0.0013979,0.00583046,2.97427
0.1,-0.0110517,0.0108126,0.00238429,0.0013138,0.000947922,0.000942306,0.000945435,0.000947544,0.000949071,0.000950244,0.000951177,0.000951938,0.000952572,0.000953108,0.000953568,0.000953967,0.000954316,0.000954624,0.000954898,0.000955144,0.000955365,0.000955566,0.000955748,0.000955915,0.000956068,0.000956209,0.00095634,0.00095646,0.000956573,0.000956677,0.000956775,0.000956867,0.000956953,0.000957034,0.00095711,0.000957182,0.00095725,0.000957315,0.000957376,0.000957434,0.000957489,0.000957542,0.000957592,0.00095764,0.000957686,0.00095773,0.000957772,0.000957812,0.000957851,0.000957888,0.000957924,0.000957958,0.000957991,0.000958023,0.000958054,0.000958084,0.000958112,0.00095814,0.000958167,0.000958193,0.000958218,0.000958242,0.000958266,0.000958288,0.000958311,0.000958332,0.000958353,0.000958373,0.000958393,0.000958412,0.000958431,0.000958449,0.000958467,0.000958484,0.000958501,0.000958517,0.000958533,0.000958549,0.000958564,0.000958579,0.000958593,0.000958607,0.000958621,0.000958635,0.000958648,0.000958661,0.000958674,0.000958687,0.000958703,0.000958728,0.000958788,0.000958965,0.000959519,0.000961166,0.00096555,0.000975479,0.000995259,0.00104294,0.00124212,0.00425281,3.00417
0.11,-0.0111628,0.00431074,0.00171304,0.00114027,0.000867555,0.00085979,0.00086236,0.000864123,0.000865393,0.000866368,0.000867143,0.000867776,0.000868302,0.000868747,0.000869128,0.000869459,0.000869749,0.000870004,0.000870232,0.000870436,0.000870619,0.000870786,0.000870937,0.000871075,0.000871202,0.000871319,0.000871427,0.000871527,0.00087162,0.000871707,0.000871788,0.000871864,0.000871936,0.000872003,0.000872066,0.000872126,0.000872182,0.000872236,0.000872286,0.000872334,0.00087238,0.000872424,0.000872466,0.000872505,0.000872543,0.00087258,0.000872615,0.000872648,0.00087268,0.000872711,0.00087274,0.000872769,0.000872796,0.000872823,0.000872848,0.000872873,0.000872897,0.000872919,0.000872942,0.000872963,0.000872984,0.000873004,0.000873024,0.000873043,0.000873061,0.000873079,0.000873096,0.000873113,0.000873129,0.000873145,0.000873161,0.000873176,0.00087319,0.000873205,0.000873219,0.000873232,0.000873245,0.000873258,0.000873271,0.000873283,0.000873295,0.000873307,0.000873318,0.00087333,0.000873341,0.000873351,0.000873362,0.000873373,0.000873386,0.000873408,0.000873459,0.00087361,0.00087408,0.000875472,0.000879146,0.000887434,0.000904076,0.000945276,0.00112034,0.00332105,3.03436
0.12,-0.011275,0.00246599,0.00142616,0.0010168,0.000799893,0.000790721,0.000792793,0.000794287,0.000795361,0.000796185,0.000796839,0.000797373,0.000797817,0.000798192,0.000798514,0.000798793,0.000799037,0.000799253,0.000799444,0.000799616,0.000799771,0.000799911,0.000800039,0.000800155,0.000800262,0.000800361,0.000800452,0.000800536,0.000800615,0.000800688,0.000800756,0.00080082,0.00080088,0.000800937,0.00080099,0.00080104,0.000801088,0.000801133,0.000801176,0.000801216,0.000801255,0.000801292,0.000801327,0.00080136,0.000801392,0.000801423,0.000801452,0.00080148,0.000801507,0.000801533,0.000801558,0.000801582,0.000801605,0.000801628,0.000801649,0.00080167,0.00080169,0.000801709,0.000801728,0.000801746,0.000801763,0.00080178,0.000801797,0.000801813,0.000801828,0.000801843,0.000801858,0.000801872,0.000801886,0.000801899,0.000801912,0.000801925,0.000801937,0.000801949,0.000801961,0.000801973,0.000801984,0.000801995,0.000802005,0.000802016,0.000802026,0.000802036,0.000802045,0.000802055,0.000802064,0.000802073,0.000802082,0.000802091,0.000802103,0.000802121,0.000802165,0.000802296,0.000802701,0.000803894,0.000807023,0.000814053,0.000828294,0.000864482,0.00102168,0.00274213,3.06485
0.13,-0.0113883,0.00143763,0.00123361,0.00091944,0.0007419,0.000732022,0.000733677,0.000734959,0.000735879,0.000736584,0.000737144,0.000737601,0.00073798,0.000738301,0.000738576,0.000738815,0.000739023,0.000739208,0.000739372,0.000739518,0.000739651,0.00073977,0.000739879,0.000739979,0.00074007,0.000740154,0.000740232,0.000740304,0.000740371,0.000740434,0.000740492,0.000740547,0.000740598,0.000740647,0.000740692,0.000740735,0.000740776,0.000740814,0.000740851,0.000740885,0.000740918,0.00074095,0.00074098,0.000741008,0.000741036,0.000741062,0.000741087,0.000741111,0.000741134,0.000741156,0.000741177,0.000741198,0.000741218,0.000741237,0.000741255,0.000741273,0.00074129,0.000741306,0.000741322,0.000741338,0.000741353,0.000741367,0.000741381,0.000741395,0.000741408,0.000741421,0.000741433,0.000741445,0.000741457,0.000741469,0.00074148,0.000741491,0.000741501,0.000741511,0.000741521,0.000741531,0.000741541,0.00074155,0.000741559,0.000741568,0.000741577,0.000741585,0.000741593,0.000741601,0.000741609,0.000741617,0.000741625,0.000741633,0.000741642,0.000741658,0.000741697,0.000741811,0.000742165,0.0007432,0.000745899,0.000751946,0.000764303,0.000796513,0.000939661,0.0023606,3.09566
0.14,-0.0115027,0.000627351,0.00108394,0.000839783,0.000691634,0.000681504,0.000682815,0.000683925,0.000684723,0.000685333,0.000685818,0.000686213,0.000686542,0.000686819,0.000687057,0.000687263,0.000687444,0.000687603,0.000687745,0.000687872,0.000687986,0.000688089,0.000688184,0.00068827,0.000688349,0.000688421,0.000688489,0.000688551,0.000688609,0.000688663,0.000688713,0.000688761,0.000688805,0.000688847,0.000688886,0.000688923,0.000688958,0.000688992,0.000689023,0.000689053,0.000689082,0.000689109,0.000689135,0.000689159,0.000689183,0.000689206,0.000689227,0.000689248,0.000689268,0.000689287,0.000689305,0.000689323,0.00068934,0.000689357,0.000689373,0.000689388,0.000689403,0.000689417,0.000689431,0.000689444,0.000689457,0.000689469,0.000689482,0.000689493,0.000689505,0.000689516,0.000689527,0.000689537,0.000689547,0.000689557,0.000689567,0.000689576,0.000689585,0.000689594,0.000689603,0.000689611,0.000689619,0.000689627,0.000689635,0.000689643,0.00068965,0.000689658,0.000689665,0.000689672,0.000689679,0.000689685,0.000689692,0.000689699,0.000689707,0.000689721,0.000689755,0.000689857,0.000690168,0.000691076,0.00069343,0.000698691,0.000709543,0.000738527,0.000870157,0.00209304,3.12677
0.15,-0.0116183,-0.000238698,0.000954442,0.000772952,0.000647653,0.000637559,0.000638586,0.000639556,0.000640254,0.000640788,0.000641212,0.000641557,0.000641844,0.000642086,0.000642294,0.000642474,0.000642632,0.000642771,0.000642895,0.000643005,0.000643105,0.000643196,0.000643278,0.000643353,0.000643422,0.000643485,0.000643544,0.000643599,0.000643649,0.000643696,0.00064374,0.000643782,0.00064382,0.000643857,0.000643891,0.000643923,0.000643954,0.000643983,0.000644011,0.000644037,0.000644062,0.000644085,0.000644108,0.00064413,0.00064415,0.00064417,0.000644189,0.000644207,0.000644224,0.000644241,0.000644257,0.000644273,0.000644287,0.000644302,0.000644316,0.000644329,0.000644342,0.000644354,0.000644366,0.000644378,0.000644389,0.0006444,0.000644411,0.000644421,0.000644431,0.000644441,0.00064445,0.000644459,0.000644468,0.000644477,0.000644485,0.000644493,0.000644501,0.000644509,0.000644517,0.000644524,0.000644531,0.000644538,0.000644545,0.000644552,0.000644558,0.000644565,0.000644571,0.000644577,0.000644583,0.000644589,0.000644595,0.000644601,0.000644608,0.00064462,0.000644651,0.000644741,0.000645018,0.000645821,0.000647894,0.000652518,0.000662144,0.000688465,0.000810376,0.00189399,3.15819
0.16,-0.0117351,-0.00156305,0.000822668,0.000715483,0.000608848,0.000598974,0.000599768,0.000600621,0.000601238,0.000601709,0.000602082,0.000602387,0.000602639,0.000602853,0.000603036,0.000603195,0.000603334,0.000603456,0.000603565,0.000603663,0.000603751,0.00060383,0.000603903,0.000603969,0.00060403,0.000604086,0.000604137,0.000604185,0.00060423,0.000604271,0.00060431,0.000604347,0.000604381,0.000604413,0.000604443,0.000604472,0.000604499,0.000604524,0.000604548,0.000604571,0.000604593,0.000604614,0.000604634,0.000604653,0.000604671,0.000604689,0.000604705,0.000604721,0.000604737,0.000604751,0.000604765,0.000604779,0.000604792,0.000604805,0.000604817,0.000604829,0.00060484,0.000604851,0.000604862,0.000604872,0.000604882,0.000604891,0.000604901,0.00060491,0.000604919,0.000604927,0.000604935,0.000604943,0.000604951,0.000604959,0.000604966,0.000604973,0.00060498,0.000604987,0.000604994,0.000605,0.000605007,0.000605013,0.000605019,0.000605025,0.00060503,0.000605036,0.000605042,0.000605047,0.000605052,0.000605057,0.000605062,0.000605068,0.000605074,0.000605085,0.000605113,0.000605194,0.000605442,0.000606158,0.000607998,0.000612098,0.000620713,0.0006448,0.000758347,0.00173814,3.18993
0.17,-0.011853,-0.00519466,0.000612854,0.000663301,0.00057431,0.00056482,0.000565423,0.000566178,0.000566727,0.000567145,0.000567477,0.000567747,0.000567972,0.000568162,0.000568324,0.000568465,0.000568588,0.000568697,0.000568794,0.000568881,0.000568959,0.000569029,0.000569094,0.000569152,0.000569206,0.000569256,0.000569302,0.000569344,0.000569384,0.000569421,0.000569455,0.000569487,0.000569518,0.000569546,0.000569573,0.000569598,0.000569622,0.000569645,0.000569666,0.000569687,0.000569706,0.000569725,0.000569742,0.000569759,0.000569775,0.000569791,0.000569806,0.00056982,0.000569833,0.000569846,0.000569859,0.000569871,0.000569883,0.000569894,0.000569905,0.000569915,0.000569925,0.000569935,0.000569944,0.000569953,0.000569962,0.000569971,0.000569979,0.000569987,0.000569995,0.000570002,0.00057001,0.000570017,0.000570024,0.000570031,0.000570037,0.000570043,0.00057005,0.000570056,0.000570062,0.000570067,0.000570073,0.000570079,0.000570084,0.000570089,0.000570094,0.000570099,0.000570104,0.000570109,0.000570113,0.000570118,0.000570123,0.000570127,0.000570133,0.000570143,0.000570168,0.000570241,0.000570465,0.000571108,0.000572753,0.000576417,0.000584186,0.000606376,0.000712622,0.00161105,3.22199
0.18,-0.0119722,0.0586351,0.00238698,0.000673438,0.000544858,0.000534408,0.000534819,0.00053549,0.000535981,0.000536355,0.000536652,0.000536894,0.000537095,0.000537264,0.00053741,0.000537536,0.000537646,0.000537743,0.00053783,0.000537907,0.000537977,0.00053804,0.000538097,0.00053815,0.000538198,0.000538242,0.000538283,0.000538321,0.000538357,0.000538389,0.00053842,0.000538449,0.000538476,0.000538502,0.000538525,0.000538548,0.00053857,0.00053859,0.000538609,0.000538627,0.000538645,0.000538661,0.000538677,0.000538692,0.000538706,0.00053872,0.000538733,0.000538746,0.000538758,0.00053877,0.000538781,0.000538792,0.000538802,0.000538812,0.000538822,0.000538831,0.00053884,0.000538849,0.000538857,0.000538865,0.000538873,0.000538881,0.000538888,0.000538895,0.000538902,0.000538909,0.000538916,0.000538922,0.000538928,0.000538934,0.00053894,0.000538946,0.000538951,0.000538957,0.000538962,0.000538967,0.000538972,0.000538977,0.000538982,0.000538987,0.000538991,0.000538996,0.000539,0.000539004,0.000539008,0.000539012,0.000539016,0.000539021,0.000539026,0.000539035,0.000539057,0.000539124,0.000539327,0.000539908,0.000541389,0.000544684,0.000551738,0.000572298,0.000672105,0.00150415,3.25437
0.19,-0.0120925,0.00644149,0.000902247,0.000604728,0.000516437,0.000507075,0.000507372,0.000507972,0.000508414,0.000508752,0.000509019,0.000509236,0.000509417,0.000509569,0.0005097,0.000509813,0.000509912,0.00051,0.000510078,0.000510147,0.00051021,0.000510267,0.000510318,0.000510365,0.000510409,0.000510449,0.000510485,0.00051052,0.000510551,0.000510581,0.000510609,0.000510634,0.000510659,0.000510682,0.000510703,0.000510724,0.000510743,0.000510761,0.000510778,0.000510795,0.00051081,0.000510825,0.000510839,0.000510853,0.000510866,0.000510878,0.00051089,0.000510901,0.000510912,0.000510923,0.000510933,0.000510943,0.000510952,0.000510961,0.00051097,0.000510978,0.000510986,0.000510994,0.000511001,0.000511009,0.000511016,0.000511023,0.000511029,0.000511036,0.000511042,0.000511048,0.000511054,0.00051106,0.000511065,0.000511071,0.000511076,0.000511081,0.000511086,0.000511091,0.000511096,0.0005111,0.000511105,0.000511109,0.000511113,0.000511118,0.000511122,0.000511126,0.00051113,0.000511133,0.000511137,0.000511141,0.000511144,0.000511148,0.000511153,0.000511161,0.000511182,0.000511243,0.000511428,0.000511955,0.000513296,0.000516278,0.000522722,0.000541866,0.000635949,0.00141217,3.28708
0.2,-0.012214,0.00375941,0.000798593,0.000568914,0.000491417,0.000482431,0.000482618,0.000483157,0.000483557,0.000483862,0.000484104,0.000484301,0.000484464,0.000484602,0.00048472,0.000484823,0.000484912,0.000484991,0.000485061,0.000485124,0.000485181,0.000485232,0.000485279,0.000485322,0.000485361,0.000485397,0.00048543,0.000485461,0.00048549,0.000485517,0.000485542,0.000485565,0.000485587,0.000485608,0.000485627,0.000485645,0.000485663,0.000485679,0.000485695,0.00048571,0.000485724,0.000485737,0.00048575,0.000485762,0.000485774,0.000485785,0.000485796,0.000485806,0.000485816,0.000485825,0.000485835,0.000485843,0.000485852,0.00048586,0.000485868,0.000485875,0.000485883,0.00048589,0.000485897,0.000485903,0.00048591,0.000485916,0.000485922,0.000485928,0.000485933,0.000485939,0.000485944,0.000485949,0.000485954,0.000485959,0.000485964,0.000485968,0.000485973,0.000485977,0.000485982,0.000485986,0.00048599,0.000485994,0.000485998,0.000486002,0.000486005,0.000486009,0.000486012,0.000486016,0.000486019,0.000486023,0.000486026,0.000486029,0.000486034,0.000486041,0.00048606,0.000486116,0.000486285,0.000486767,0.000487987,0.0004907,0.000496617,0.000514523,0.000603483,0.00133169,3.32012
