# X T Absolute_Difference
0 0 0
0.1 0 0
0.2 0 0
0.3 0 0
0.4 0 0
0.5 0 0
0.6 0 0
0.7 0 0
0.8 0 0
0.9 0 0
1 0 0

0 0.1 0.00135147
0.1 0.1 0.00103203
0.2 0.1 0.000915493
0.3 0.1 0.000974989
0.4 0.1 0.0012188
0.5 0.1 0.00169197
0.6 0.1 0.00248525
0.7 0.1 0.00375326
0.8 0.1 0.0057453
0.9 0.1 0.00885526
1 0.1 0.0137003

0 0.2 0.00526095
0.1 0.2 0.00453118
0.2 0.2 0.00429447
0.3 0.2 0.00454972
0.4 0.2 0.00532378
0.5 0.2 0.00667357
0.6 0.2 0.00867937
0.7 0.2 0.0114246
0.8 0.2 0.0149506
0.9 0.2 0.0191654
1 0.2 0.0236673

0 0.3 0.0128386
0.1 0.3 0.0113297
0.2 0.3 0.0106831
0.3 0.3 0.0108136
0.4 0.3 0.0116651
0.5 0.3 0.0131915
0.6 0.3 0.0153432
0.7 0.3 0.0180609
0.8 0.3 0.0212926
0.9 0.3 0.0250659
1 0.3 0.0296881

0 0.4 0.0235868
0.1 0.4 0.0209793
0.2 0.4 0.0194347
0.3 0.4 0.0188537
0.4 0.4 0.0191455
0.5 0.4 0.0202389
0.6 0.4 0.0220918
0.7 0.4 0.0246983
0.8 0.4 0.0280823
0.9 0.4 0.0322407
1 0.4 0.0369365

0 0.5 0.0367476
0.1 0.5 0.0327979
0.2 0.5 0.0301439
0.3 0.5 0.0286575
0.4 0.5 0.0282432
0.5 0.5 0.0288253
0.6 0.5 0.030338
0.7 0.5 0.032713
0.8 0.5 0.0358736
0.9 0.5 0.0397718
1 0.5 0.044585

0 0.6 0.0526898
0.1 0.6 0.0471169
0.2 0.6 0.0431065
0.3 0.6 0.0405093
0.4 0.6 0.0391927
0.5 0.6 0.0390459
0.6 0.6 0.0399825
0.7 0.6 0.0419489
0.8 0.6 0.0449329
0.9 0.6 0.04894
1 0.6 0.0538062

0 0.7 0.0718051
0.1 0.7 0.0642888
0.2 0.7 0.0586381
0.3 0.7 0.0546676
0.4 0.7 0.0522287
0.5 0.7 0.051201
0.6 0.7 0.0514875
0.7 0.7 0.0530046
0.8 0.7 0.0556667
0.9 0.7 0.0593957
1 0.7 0.0642911

0 0.8 0.0945804
0.1 0.8 0.0847512
0.2 0.8 0.0771419
0.3 0.8 0.0715389
0.4 0.8 0.067757
0.5 0.8 0.0656407
0.6 0.8 0.0650612
0.7 0.8 0.0659209
0.8 0.8 0.0681653
0.9 0.8 0.0717797
1 0.8 0.076632

0 0.9 0.121617
0.1 0.9 0.109045
0.2 0.9 0.0991045
0.3 0.9 0.0915344
0.4 0.9 0.0861183
0.5 0.9 0.082677
0.6 0.9 0.0810654
0.7 0.9 0.0811658
0.8 0.9 0.0828713
0.9 0.9 0.0860786
1 0.9 0.0908277

0 1 0.153577
0.1 1 0.137766
0.2 1 0.12506
0.3 1 0.115156
0.4 1 0.107797
0.5 1 0.102763
0.6 1 0.099872
0.7 1 0.0989752
0.8 1 0.0999698
0.9 1 0.102806
1 1 0.107356

